ITEM NAME,ITEM PICTURE,ITEM TYPE (One letter),ITEM CLASS,ITEM RESTRICTION,Decked (Yes/No),Armor (no enchants),DESCRIPTION,CRAFT DESC,CRAFT LOCATION,CRAFT REQ#0 PREVIOUS TIER,CRAFT REQ#1,CRAFT REQ#2,CRAFT REQ#3,CRAFT REQ#4,CRAFT REQ#5,CRAFT REQ#6,CRAFT REQ#7,CRAFT REQ#8,CRAFT REQ#9,10,11,Price,ITEM NAME,PARENT,TOOLTIP
Tiara of Nobility,267,K,H,A,Yes,10,"""A crown of gaudy proportions, the Tiara of Nobility is an obscene overly jeweled affair set in several interwoven wires of rare and priceless metals. Only a person of incredibly noble origin could ever afford to wear such an expensive piece.""",Using the materials you've gathered you craft together a new piece of armor!,MorduCraftsA1,Barette,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Wrapped Gems,Wrapped Gems,Mithril Stockpile,Crystalline Shard,,,Malachite,,,1000,Tiara of Nobility,Barette,
Gleaming Clip,279,K,H,A,Yes,10,"""This clip is exquisitely crafted with the finest silver and gleams with a strangely blinding aura. The Goddess Alustria was known to use these clips both to accent her beauty and as tools to open doors and chests.""",Using the materials you've gathered you craft together a new piece of armor!,MorduCraftsA1,Barette,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Wrapped Gems,Wrapped Gems,Golden Spool,Enigmatic Karma ,,,Pearl,,,1000,Gleaming Clip,Barette,
Helm of the Cross,185,K,H,A,Yes,10,"""This distinguished helm is exclusive to those who put their life at risk to aid others. It is made out of an ivory material and has an elegant cross crafted made out of ruby. This jewel mysteriously amplifies the power of healing spells.""",Using the materials you've gathered you craft together a new piece of armor!,MorduCraftsA1,Barette,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Wrapped Gems,Wrapped Gems,Brilliant Box,Heatwave,,,Amber,,,1000,Helm of the Cross,Barette,
Conqueror Crown,267,K,H,A,Yes,13,"""This scratched crown is constructed from a light yet sturdy alloy, and is nowhere near as luxurious as the sort worn by city dwelling nobility. This was certainly made for a warrior king, for it offers a much freer range of motion than any of its contemporaries.""",Using the materials you've gathered you craft together a new piece of armor!,FLCraftsA1,Tiara of Nobility,,Mithril Stockpile,Mithril Stockpile,Mithril Stockpile,Crystalline Shard,Crystalline Shard,,Violent Essence,Gold Bar,,,1000,Conqueror Crown,Tiara of Nobility,
Holy Visage,183,K,H,A,Yes,13,"""A divine helm of particularly powerful blessing, the Holy Visage is a mark of the Churchs protection and offers the strongest of dedicated scriptures in its name. One will be instantly recognized when entering any place of religious worth.""",Using the materials you've gathered you craft together a new piece of armor!,FLCraftsA1,Gleaming Clip,,Golden Spool,Golden Spool,Golden Spool,Enigmatic Karma ,Enigmatic Karma ,,Infinite Puzzle,Sapphire,,,1000,Holy Visage,Gleaming Clip,
Crown of Sanctification,267,K,H,A,Yes,13,"""It is unavoidable for these crowns, after centuries of being stored in churches, to allow themselves to become sanctified. Defying time itself, the materials that make up this crown have been thoroughly blessed and constantly emit a holy aura.""",Using the materials you've gathered you craft together a new piece of armor!,FLCraftsA1,Helm of the Cross,,Brilliant Box,Brilliant Box,Brilliant Box,Heatwave,Heatwave,,Scarab Hive,Turquoise,,,1000,Crown of Sanctification,Helm of the Cross,
King's Corona,267,K,H,A,Yes,14,"""This was the corona that King Gunthrow was saving for his son, the late Prince Marvin, when he was to take over the kingdom. Lost for some time, this golden corona covers the bearer’s head with exquisite cerussite, forged upon the best quality naqri from the mines of Seyil.""",Using the materials you've gathered you craft together a new piece of armor!,CastleCrafts,Conqueror Crown,Mithril Stockpile,Mithril Stockpile,Mithril Stockpile,Crystalline Shard,Crystalline Shard,Crystalline Shard,Violent Essence,Violent Essence,Cerussite,,,1000,King's Corona,Conqueror Crown,
Celestial Halo,184,K,H,A,Yes,14,"""Just like an angel’s, this halo is suspended from the head of its wielder and shines with an overwhelming holy aura. Evil is weakened in its presence, as the halo is a bridge between this earthly plane and the Heavens where our Gods reside.""",Using the materials you've gathered you craft together a new piece of armor!,HolyGroundCrafts,Holy Visage,Golden Spool,Golden Spool,Golden Spool,Enigmatic Karma ,Enigmatic Karma ,Enigmatic Karma ,Infinite Puzzle,Infinite Puzzle,Naqri ,,,1000,Celestial Halo,Holy Visage,
Light Forged Barrette,213,K,H,A,Yes,14,"""This stunning barrette is made entirely out of light. This barrette forms a spectacular barrier when the wearer is struck at the head. The barrette is also known to reflect spells back to its caster, making it an exquisite combination of elegance and defense.""",Using the materials you've gathered you craft together a new piece of armor!,PriestCrafts,Crown of Sanctification,Brilliant Box,Brilliant Box,Brilliant Box,Heatwave,Heatwave,Heatwave,Scarab Hive,Scarab Hive,Mithril,,,1000,Light Forged Barrette,Crown of Sanctification,
Hood,339,K,H,A,Yes,8,"""This fashionable, yet thick, headgear covers most of the head, neck and face. Along with providing fair resistance, it prevents the wearer from being identified.""",Using the materials you've gathered you craft together a new piece of armor!,DuskanCraftsA1,Steel Helmet,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Satchel of Scales,,,,,,Topaz,,,1000,Hood,Steel Helmet,
Thief's Hood,339,K,H,A,Yes,10,"""This simple hood is worn low to throw the face into shadow and is the best friend of most any thief. It is ample for protecting both their head and their identity from prying eyes and stray sword blows.""",Using the materials you've gathered you craft together a new piece of armor!,AghorinCraftsA1,Hood,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Satchel of Scales,Satchel of Scales,Wings of Glory,Tormented Spirit,,,Garnet,,,1000,Thief's Hood,Hood,
Assassin's Cowl,340,K,H,A,Yes,10,"""These line of assassin cowls have been link to the most notorious assassinations in history like the demise of Victor Bronzewolf, Rucksack and Targos himself. They barely allow the assassin to be seen, concealing the true identity of the wearer behind their fabric.""",Using the materials you've gathered you craft together a new piece of armor!,AghorinCraftsA1,Hood,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Satchel of Scales,Satchel of Scales,Satchel of Chess Pieces,Shroud of Fear,,,Obsidian,,,1000,Assassin's Cowl,Hood,
Imp Masquerade,284,K,H,A,Yes,10,"""A terribly macabre piece of equipment, this mask is all that remains of a once terrifying imp. The skull has been removed and all the fat and flesh stripped, leaving only a morbid leathery face. As it is slipped over the head, the wearer is surrounded in dark magic.""",Using the materials you've gathered you craft together a new piece of armor!,AghorinCraftsA1,Hood,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Satchel of Scales,Satchel of Scales,Mound of Abhorrent Flesh,Evil Tear,,,Malachite,,,1000,Imp Masquerade,Hood,
Traitor's Shako,291,K,H,A,Yes,13,"""This shako belonged to a high ranking official who was notorious for betraying his lord. The betrayal was so dire that this cap keeps a vivid memory of the transpired events. Evolving its malice over time, its wearer can learn how to plot the most vile of schemes.""",Using the materials you've gathered you craft together a new piece of armor!,DonasCraftsA1,Thief's Hood,,Wings of Glory,Wings of Glory,Wings of Glory,Tormented Spirit,Tormented Spirit,,Obsidian Dust,Diamond,,,1000,Traitor's Shako,Thief's Hood,
Betrayer's Bandana,262,K,H,A,Yes,13,"""This bandana is said to have been worn by Magnus spies when they convinced Nallyssa to kill her husband. It is a mystery how this bandana endured Targos rain of flames. The fact that it did proves that this bandana is highly resistant to magic.""",Using the materials you've gathered you craft together a new piece of armor!,DonasCraftsA1,Assassin's Cowl,,Satchel of Chess Pieces,Satchel of Chess Pieces,Satchel of Chess Pieces,Shroud of Fear,Shroud of Fear,,Flesh Equation,Aquamarine,,,1000,Betrayer's Bandana,Assassin's Cowl,
Stygian Mask ,183,K,H,A,Yes,13,"""This powerful mask is painted in a crimson color resembling blood and induces fear to those who lay eyes upon it. The wearer can often seem to transform into a creature of Styx, scaring foes and lowering their will to fight.""",Using the materials you've gathered you craft together a new piece of armor!,DonasCraftsA1,Imp Masquerade,,Mound of Abhorrent Flesh,Mound of Abhorrent Flesh,Mound of Abhorrent Flesh,Evil Tear,Evil Tear,,Flesh Equation,Gold Bar,,,1000,Stygian Mask ,Imp Masquerade,
Marauder's Shawl,284,K,H,A,Yes,14,"""Elegant and perfectly designed to reflect the sun’s rays, this shawl is used by those who live day to day by pillaging and robbing. The shawl has hidden compartments which allow for the concealment of several weapons and tools that can be used in various tight situations.""",Using the materials you've gathered you craft together a new piece of armor!,OasisCrafts,Traitor's Shako,Wings of Glory,Wings of Glory,Wings of Glory,Tormented Spirit,Tormented Spirit,Tormented Spirit,Obsidian Dust,Obsidian Dust,Liriumite,,,1000,Marauder's Shawl,Traitor's Shako,
Executioner's Guise,323,K,H,A,Yes,14,"""For the job that carries no respect, this mask offers a touch of anonymity to the wearer.""",Using the materials you've gathered you craft together a new piece of armor!,OasisCrafts,Betrayer's Bandana,Satchel of Chess Pieces,Satchel of Chess Pieces,Satchel of Chess Pieces,Shroud of Fear,Shroud of Fear,Shroud of Fear,Flesh Equation,Flesh Equation,Cerussite,,,1000,Executioner's Guise,Betrayer's Bandana,
Carrion Wrap,350,K,H,A,Yes,14,"""What is that atrocious smell? Chunks of rotting flesh hang tenderly off the bone structure that forms this improvised helmet. A thick hide has been stretched over the top, binding the meat firmly to its skeletal cage.""",Using the materials you've gathered you craft together a new piece of armor!,CataCrafts,Stygian Mask ,Mound of Abhorrent Flesh,Mound of Abhorrent Flesh,Mound of Abhorrent Flesh,Evil Tear,Evil Tear,Evil Tear,Flesh Equation,Flesh Equation,Naqri ,,,1000,Carrion Wrap,Stygian Mask ,
,,,,,,,,,,,,,,,,,,,,,,,,,
Rusty Small Shield,149,J,G,A,Yes,3,"""The rivets around the rim of this shield are rusting heavily and there are many chips across the wooden face. It still looks like it can withstand a glancing blow, but it will without doubt be useless before too long.""",,,,,,,,,,,,,,,50,Rusty Small Shield,,
Small Shield,6,J,G,A,Yes,5,"""The shield is made of wood and should withstand an average blow.""",Using the materials you've gathered you craft together a new piece of armor!,,Rusty Small Shield,Crate of Raw Iron Ore,,,,,,,,,,,100,Small Shield,Rusty Small Shield,
Medium Shield,7,J,G,A,Yes,8,"""The shield is made of iron and should withstand a heavy blow.""",Using the materials you've gathered you craft together a new piece of armor!,TerraCraftsA1,Small Shield,Crate of Raw Iron Ore,Crate of Raw Iron Ore,,,,,,,,,,500,Medium Shield,Small Shield,
Aegis,322,J,G,A,Yes,10,"""A small protective shield of divine tribute. All five divinities are represented in simple carvings around the edge of the shield.""",Using the materials you've gathered you craft together a new piece of armor!,THCraftsA1,Medium Shield,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Crate of Stone Blocks,,,,,,Emerald,,,1000,Aegis,Medium Shield,
Galvanized Aegis,237,J,G,A,Yes,12,"""Gleaming in the sunlight, the shield gives off a silvery glow around its edges. The marvels of metallurgy have been exploited, for this shield is surprisingly light-weight despite its impressive size.""",Using the materials you've gathered you craft together a new piece of armor!,CyprussCraftsA1,Aegis,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Crate of Stone Blocks,Crate of Stone Blocks,Mithril Stockpile,Spirit of the North Star,,,Pearl,,,1000,Galvanized Aegis,Aegis,
Aegis of Sanctification,151,J,G,A,Yes,12,"""A sacred implement of holy war, the Aegis of Sanctification bears the mark of the Church and is present where acts of holy clarity and divine gift are abundant. Held originally as a ceremonial guard, dire times have brought it from museum to battlefront.""",Using the materials you've gathered you craft together a new piece of armor!,CyprussCraftsA1,Aegis,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Crate of Stone Blocks,Crate of Stone Blocks,Brilliant Box,Enigmatic Karma,,,Amber,,,1000,Aegis of Sanctification,Aegis,
Brute Aegis,242,J,G,A,Yes,12,"""Abnormal strength is a prerequisite for using the Brute Aegis, as its giant weight makes it impractical for most races and classes to consider. The size is not unwarranted, as it provides a wide angle of protection, nearly covering the entire warrior if postured correctly.""",Using the materials you've gathered you craft together a new piece of armor!,CyprussCraftsA1,Aegis,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Crate of Stone Blocks,Crate of Stone Blocks,Heap of Husks,Bone Dust,,,Garnet,,,1000,Brute Aegis,Aegis,
Steeled Aegis,237,J,G,A,Yes,15,"""Made out of 100% steel and decorated with exotic golden and royal blue tints, this aegis is a marvel to the eyes. This aegis can withstand a considerable amount of attacks, while remaining versatile in use during combat.""",Using the materials you've gathered you craft together a new piece of armor!,TiaeiCraftsA1,Galvanized Aegis,,Mithril Stockpile,Mithril Stockpile,Mithril Stockpile,Spirit of the North Star,Spirit of the North Star,,Obsidian Dust,Sapphire,,,1000,Steeled Aegis,Galvanized Aegis,
Aegis of Redemption,238,J,G,A,Yes,15,"""A decision must be made before taking this greatshield in hand, will you give your life in the service of your faith and your brother? If so, place your heart in one hand, and this shield in the other. Redemption awaits your soul.""",Using the materials you've gathered you craft together a new piece of armor!,TiaeiCraftsA1,Aegis of Sanctification,,Brilliant Box,Brilliant Box,Brilliant Box,Enigmatic Karma,Enigmatic Karma,,Scarab Hive,Turquoise,,,1000,Aegis of Redemption,Aegis of Sanctification,
Monstrous Aegis,242,J,G,A,Yes,15,"""Visible from great distances and often confused with a barn or other building, the Monstrous Aegis is a sight of monumental proportions. The enormous shield is capable of bracing against even a Greater Gnoll’s strikes and in a pinch makes for a great umbrella for yourself and a few dozen friends.""",Using the materials you've gathered you craft together a new piece of armor!,TiaeiCraftsA1,Brute Aegis,,Heap of Husks,Heap of Husks,Heap of Husks,Bone Dust,Bone Dust,,Violent Essence,Diamond,,,1000,Monstrous Aegis,Brute Aegis,
Immortal Alloy,199,J,G,A,Yes,16,"""This aegis is branded with the name Immortal for a good reason; the allow has been forged with the strongest of steel and is infused with Seyilian naqri and cerussite. It can undergo heavy fire and impact while not receiving a single scratch. This shield glimmers under the sunlight, blinding those who oppose it.""",Using the materials you've gathered you craft together a new piece of armor!,TOTDCrafts,Steeled Aegis,Mithril Stockpile,Mithril Stockpile,Mithril Stockpile,Spirit of the North Star,Spirit of the North Star,Spirit of the North Star,Obsidian Dust,Obsidian Dust,Mithril,,,1000,Immortal Alloy,Steeled Aegis,
Light's Grace,155,J,G,A,Yes,16,"""This aegis has the shape of a pair of seraphs wings. It is made entirely out of light, and radiates a beautiful eye-soothing golden light. It is said that smashing this shield on a demon will cause serious burns, and is likely to turn the undead into ashes.""",Using the materials you've gathered you craft together a new piece of armor!,HolyGroundCrafts,Aegis of Redemption,Brilliant Box,Brilliant Box,Brilliant Box,Enigmatic Karma,Enigmatic Karma,Enigmatic Karma,Scarab Hive,Scarab Hive,Liriumite,,,1000,Light's Grace,Aegis of Redemption,
Bestial Defender,241,J,G,A,Yes,16,"""A defensive shield of animalistic nature, the Bestial Defender is spattered with blood, fur and claw marks from the many altercations in harrowing dungeons and brooding forests. The shield has a ferocious carving of a gaping maw upon its front, complete with jutting out teeth of a very real nature.""",Using the materials you've gathered you craft together a new piece of armor!,DSpireCrafts,Monstrous Aegis,Heap of Husks,Heap of Husks,Heap of Husks,Bone Dust,Bone Dust,Bone Dust,Violent Essence,Violent Essence,Cerussite,,,1000,Bestial Defender,Monstrous Aegis,
Large Shield,7,J,G,A,Yes,10,"""The shield is made of iron and should withstand a heavy blow.""",Using the materials you've gathered you craft together a new piece of armor!,THCraftsA1,Medium Shield,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Stack of Steel Plates,,,,,,Ruby,,,1000,Large Shield,Medium Shield,
Adamantite Shield,199,J,G,A,Yes,12,"""Wrought from one of the strongest metals ever known to civilization, the adamantite shield is cut from of a resplendent diamond that is considered extinct in our times. This crystalline shield still remains unscathed after decades and centuries of continuous, never resting use.""",Using the materials you've gathered you craft together a new piece of armor!,MorduCraftsA1,Large Shield,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Stack of Steel Plates,Stack of Steel Plates,Golden Spool,Collapsed Star,,,Obsidian,,,1000,Adamantite Shield,Large Shield,
Frogskin Shield,321,J,G,A,Yes,12,"""Strangely enough, this oozing teal colored shield is made entirely out of red speckled toad and bullfrog skin. The result is an amphibian-skinned shield that prevents blows from effectively landing due to its slippery surface. Additionally, it has gruesome warts to scare off those icky girls!""",Using the materials you've gathered you craft together a new piece of armor!,MorduCraftsA1,Large Shield,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Stack of Steel Plates,Stack of Steel Plates,Water Orb Collective,Crystalline Shard,,,Malachite,,,1000,Frogskin Shield,Large Shield,
Wisp Shield,322,J,G,A,Yes,12,"""A thin layer of  white smoke is magically bound into a shield. Perhaps not the best choice for a defence against anything more substantial than a light spring breeze.""",Using the materials you've gathered you craft together a new piece of armor!,MorduCraftsA1,Large Shield,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Stack of Steel Plates,Stack of Steel Plates,Dragon Soul Pack,Tormented Spirit,,,Pearl,,,1000,Wisp Shield,Large Shield,
War Guard,107,J,G,A,Yes,15,"""Through countless years on the battlefield it has proven itself. It is beaten and battered, but still capable of deflecting the deadliest of blows.""",Using the materials you've gathered you craft together a new piece of armor!,FLCraftsA1,Adamantite Shield,,Golden Spool,Golden Spool,Golden Spool,Collapsed Star,Collapsed Star,,Dragon Essence,Aquamarine,,,1000,War Guard,Adamantite Shield,
Tidal Guard,319,J,G,A,Yes,15,"""This shield, made entirely of aquamarine, is shaped like a huge cresting wave that is about to strike a shore. In battle the guard acts like a tidal wave and thus offensive actions towards this guard are nullified.""",Using the materials you've gathered you craft together a new piece of armor!,FLCraftsA1,Frogskin Shield,,Water Orb Collective,Water Orb Collective,Water Orb Collective,Crystalline Shard,Crystalline Shard,,Violent Essence,Gold Bar,,,1000,Tidal Guard,Frogskin Shield,
Cloud Shield,324,J,G,A,Yes,15,"""Protection in its fluffiest form to date, the cloud shield is completely weightless when held and soft to the touch. When struck with speed or force, the kinetic energy is absorbed by the strange cuddly shield in a rather anti-climatic defense, much to the complete disappointment of the attacker. A shield made of clouds, even your inner monologue sees the irony in this situation.""",Using the materials you've gathered you craft together a new piece of armor!,FLCraftsA1,Wisp Shield,,Dragon Soul Pack,Dragon Soul Pack,Dragon Soul Pack,Tormented Spirit,Tormented Spirit,Infinite Puzzle,,Sapphire,,,1000,Cloud Shield,Wisp Shield,
Impervious Guard,242,J,G,A,Yes,16,"""Perhaps not quite living up to the great expectations of its name as some attacks will be felt, but this shield offers a substantial amount of protection from melee strikes.""",Using the materials you've gathered you craft together a new piece of armor!,CastleCrafts,War Guard,Golden Spool,Golden Spool,Golden Spool,Collapsed Star,Collapsed Star,Collapsed Star,Dragon Essence,Dragon Essence,Naqri ,,,1000,Impervious Guard,War Guard,
Typhoon Watershield,319,J,G,A,Yes,16,"""This magically created whirlpool looks as fluid as the ocean, but try as you might, you cannot seem to reach through it. It seems to be manipulated by a divinely enchanted gemstone mounted into a leather wrist strap.""",Using the materials you've gathered you craft together a new piece of armor!,HolyGroundCrafts,Tidal Guard,Water Orb Collective,Water Orb Collective,Water Orb Collective,Crystalline Shard,Crystalline Shard,Crystalline Shard,Violent Essence,Violent Essence,Mithril,,,1000,Typhoon Watershield,Tidal Guard,
Veil of Mist,330,J,G,A,Yes,16,"""A slow moving wind of precipitation obscures the possessor of the veil from opponents, though by means of magic granting him perfect vision around him. Within the eye of the veil of mist, the owner is free to attack the confused enemies that may surround him at will.""",Using the materials you've gathered you craft together a new piece of armor!,ForestSeyilCrafts,Cloud Shield,Dragon Soul Pack,Dragon Soul Pack,Dragon Soul Pack,Tormented Spirit,Tormented Spirit,Tormented Spirit,Infinite Puzzle,Infinite Puzzle,Liriumite,,,1000,Veil of Mist,Cloud Shield,
Bulwark,6,J,G,A,Yes,10,"""It would seem a futile effort to accurately gauge how many hours of labor were put into this impressive tower shield. It is constructed of finely joined and laminated slabs of hardwood and is reinforced with bands which are steel riveted sturdily to the frame.""",Using the materials you've gathered you craft together a new piece of armor!,DuskanCraftsA1,Medium Shield,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Sack of Shells,,,,,,Amethyst,,,1000,Bulwark,Medium Shield,
Drift Bulwark,6,J,G,A,Yes,12,"""A large shield made out of driftwood collected from the beaches of Syndar. While not the sturdiest shield out there, it’s capable of withstanding average blows.""",Using the materials you've gathered you craft together a new piece of armor!,AghorinCraftsA1,Bulwark,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Sack of Shells,Sack of Shells,Ironwood Burden,Venomous Kwiksilver,,,Amber,,,1000,Drift Bulwark,Bulwark,
Desecrated Bulwark,320,J,G,A,Yes,12,"""This Bulwark belonged to a great hero now lost in the pages of the academia. Known for his majestic shield, thieves desecrated his tomb and the bulwark lives in slavery against its former master’s will.""",Using the materials you've gathered you craft together a new piece of armor!,AghorinCraftsA1,Bulwark,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Sack of Shells,Sack of Shells,Mound of Abhorrent Flesh,Heart of Demon,,,Garnet,,,1000,Desecrated Bulwark,Bulwark,
Charred Bulwark,107,J,G,A,Yes,12,"""The burned husk of one of Syndars oldest, tallest and most cherished trees once planted by Hommet was ingeniously wrought into this shield of unparalleled wooden might. The burnt remains of the forlorn tree now turned shield, are now fire treated as well and are unbreakable after lengthy carbonization.""",Using the materials you've gathered you craft together a new piece of armor!,AghorinCraftsA1,Bulwark,Crate of Raw Iron Ore,Crate of Raw Iron Ore,Sack of Shells,Sack of Shells,Satchel of Chess Pieces,Heatwave,,,Obsidian,,,1000,Charred Bulwark,Bulwark,
Ironwood Bulwark,107,J,G,A,Yes,15,"""Crafted from ironwood banded together with iron, this heavy shield provides excellent defense against most blows.""",Using the materials you've gathered you craft together a new piece of armor!,DonasCraftsA1,Drift Bulwark,,Ironwood Burden,Ironwood Burden,Ironwood Burden,Venomous Kwiksilver,Venomous Kwiksilver,,Violent Essence,Turquoise,,,1000,Ironwood Bulwark,Drift Bulwark,
Unholy Bulwark,238,J,G,A,Yes,15,"""The very sight of this shield is enough to terrify any follower of the light. This bulwark has been identified as being taken part in dark rituals and sacrifices. Its hellish red color comes from creatures placed on its surface and sacrificed to satisfy the thirst of wicked demons.""",Using the materials you've gathered you craft together a new piece of armor!,DonasCraftsA1,Desecrated Bulwark,,Mound of Abhorrent Flesh,Mound of Abhorrent Flesh,Mound of Abhorrent Flesh,Heart of Demon,Heart of Demon,,Flesh Equation,Diamond,,,1000,Unholy Bulwark,Desecrated Bulwark,
Targosian Bulwark,238,J,G,A,Yes,15,"""When Targos showered his rage on the kingdom of Magnus, some things surprisingly weren’t turned to ash. This shield endured the hellfire, and with a blend of magic, time, and the material itself, has become an outstanding shield that holds memory of what happened that day.""",Using the materials you've gathered you craft together a new piece of armor!,DonasCraftsA1,Charred Bulwark,,Satchel of Chess Pieces,Satchel of Chess Pieces,Satchel of Chess Pieces,Heatwave,Heatwave,,Infinite Puzzle,Aquamarine,,,1000,Targosian  Bulwark,Charred Bulwark,
Nature's Defense,280,J,G,A,Yes,16,"""Only the finest wood and purest metal went into the making of this shield. Carved from a single piece of perfect ironwood, a beautifully crafted carving of a large oak tree inlaid with silver takes up most of the shield’s face, symbolizing the carver’s offering to Hommet for the use his truly natural resources.""",Using the materials you've gathered you craft together a new piece of armor!,ForestSeyilCrafts,Ironwood Bulwark,Ironwood Burden,Ironwood Burden,Ironwood Burden,Venomous Kwiksilver,Venomous Kwiksilver,Venomous Kwiksilver,Violent Essence,Violent Essence,Cerussite,,,1000,Nature's Defense,Ironwood Bulwark,
Death's Wall,322,J,G,A,Yes,16,"""This shield is made out entirely of skulls and corpse pieces. Held together by necromancy, this wall of flesh proves to be extremely resistant to nearly any type of attack. When a skull or limb breaks off, the shield will immediately absorb another part from a nearby corpse.""",Using the materials you've gathered you craft together a new piece of armor!,CataCrafts,Unholy Bulwark,Mound of Abhorrent Flesh,Mound of Abhorrent Flesh,Mound of Abhorrent Flesh,Heart of Demon,Heart of Demon,Heart of Demon,Flesh Equation,Flesh Equation,Naqri ,,,1000,Death's Wall,Unholy Bulwark,
Wall of Flames,327,J,G,A,Yes,16,"""This bulwark consists merely of two iron handles that sit atop the wearers arm. At will, a hellish wall of flame materializes, turning any offensive into a pile of ashes.""",Using the materials you've gathered you craft together a new piece of armor!,OasisCrafts,Targosian  Bulwark,Satchel of Chess Pieces,Satchel of Chess Pieces,Satchel of Chess Pieces,Heatwave,Heatwave,Heatwave,Infinite Puzzle,Infinite Puzzle,Mithril,,,1000,Wall of Flames,Targosian  Bulwark,